ID	Номер участника	Имя	Дата создания	Дата рождения	Пол	Город
3063	8870298409441633	Леонид Андреевич Голубев	03.02.2018 23:27	05.08.1978	Муж	Москва
3019	7921368608798195	Геннадий Владиславович Попов	29.01.2018 18:57	02.03.1989	Муж	Москва
3062	2419362552506632	Вадим Никольевич Соловьёв	03.02.2018 21:12	17.08.2002	Муж	Санкт-Петербург
3109	7621356956414359	Евгения Геннадьевна Смирнова	09.02.2018 17:05	10.11.2004	Жен	Москва
2987	7296261251797333	Алексей Львович Андреев	26.01.2018 17:05	19.11.1971	Муж	Новосибирск
3114	7231079157162995	Виталий Никольевич Ковалёв	10.02.2018 5:45	28.10.2001	Муж	Москва
3053	5081339026300545	Игорь Львович Васильев	02.02.2018 14:20	26.10.1954	Муж	Екатеринбург
3074	6156808577445245	Дмитрий Борисович Петров	05.02.2018 5:38	09.09.1972	Муж	Москва
2981	1964872822630585	Николай Романович Соловьёв	25.01.2018 19:37	15.01.1991	Муж	Самара
2934	5664560865725266	Владислав Павлович Тарасов	20.01.2018 14:12	01.09.1954	Муж	Москва
3092	6598523477836674	Валентин Владимирович Соловьёв	07.02.2018 19:22	18.09.2000	Муж	Санкт-Петербург
3070	2841666120439492	Раиса Фёдоровна Ильина	04.02.2018 16:56	22.04.1977	Жен	Москва
3009	9162832206715382	Маргарита Владиславовна Киселёва	28.01.2018 23:46	26.06.1985	Жен	Москва
3126	5913336707450449	Нина Павловна Лебедева	11.02.2018 22:34	26.07.1964	Жен	Самара
3004	5023837347004863	Константин Викторович Воробьёв	28.01.2018 14:15	24.07.1966	Муж	Москва
3060	1478197433192636	Николай Борисович Макаров	03.02.2018 16:42	08.08.1967	Муж	Москва
2945	9422852134818846	Виктория Андреевна Макарова	21.01.2018 16:03	26.12.1957	Жен	Москва
3045	6287829269642106	Эдуард Григорьевич Беляев	01.02.2018 17:00	19.12.1966	Муж	Самара
3124	4093995743476830	Валентин Львович Тарасов	11.02.2018 18:32	13.01.1971	Муж	Москва
2948	1421496848245325	Надежда Дмитрьевна Кузнецова	22.01.2018 2:43	20.01.1980	Жен	Москва
3029	8965140273090704	Тамара Львовна Козлова	31.01.2018 4:05	29.02.2000	Жен	Екатеринбург
3035	6512613659526688	Людмила Васильевна Богданова	31.01.2018 23:16	29.07.1979	Жен	Москва
2950	9491664784417602	Валентина Витальевна Соловьёва	22.01.2018 4:51	21.11.1939	Жен	Екатеринбург
3058	5052017995186406	Игорь Валерьевич Иванов	03.02.2018 4:51	31.07.1976	Муж	Санкт-Петербург
3099	8142592202993049	Альбина Романовна Виноградова	08.02.2018 20:08	02.05.1994	Жен	Москва
3105	9149211765399776	Ирина Вячеславовна Куликова	09.02.2018 9:36	12.02.2001	Жен	Москва
3133	4569796406842690	Екатерина Львовна Комарова	12.02.2018 15:47	24.07.1981	Жен	Москва
3066	9447091817743871	Владимир Викторович Соколов	04.02.2018 8:53	13.04.1993	Муж	Санкт-Петербург
3096	2695489464215759	Римма Эдуардовна Киселёва	08.02.2018 9:50	24.04.1977	Жен	Москва
3130	4648824558860812	Тамара Витальевна Кузнецова	12.02.2018 12:05	29.10.1972	Жен	Москва
3098	9962166571327204	Михаил Васильевич Тарасов	08.02.2018 19:35	27.12.1991	Муж	Казань
2965	5264360302204245	Инна Дмитрьевна Смирнова	23.01.2018 11:50	19.02.2002	Жен	Ростов-на-Дону
3082	7025616462452741	Любовь Романовна Беляева	06.02.2018 8:12	22.08.1977	Жен	Москва
2960	8776479128348757	Альберт Олегович Киселёв	23.01.2018 1:49	25.04.1983	Муж	Москва
3150	8851238635469465	Станислав Владиславович Соколов	14.02.2018 21:36	04.11.1991	Муж	Самара
3149	9699535635034710	Анна Юрьевна Баранова	14.02.2018 18:44	29.05.1968	Жен	Москва
2962	4729653662900812	Григорий Андреевич Попов	23.01.2018 5:36	03.07.1979	Муж	Москва
3121	8247417939532670	Маргарита Геннадьевна Баранова	11.02.2018 5:29	11.05.2001	Жен	Москва
3115	8119899095494920	Анатолий Евгеньевич Макаров	10.02.2018 7:22	25.08.1986	Муж	Новосибирск
3136	2996191119211475	Ираида Леонидовна Киселёва	13.02.2018 0:53	16.07.1987	Жен	Самара
3039	2839922277734605	Клавдия Пётровна Васильева	01.02.2018 3:27	16.06.1973	Жен	Москва
3002	7036581433066342	Георгий Иванович Богданов	28.01.2018 11:56	29.06.1975	Муж	Санкт-Петербург
3147	4343583843951419	Георгий Васильевич Соловьёв	14.02.2018 11:38	19.05.1969	Муж	Санкт-Петербург
2984	1229690742656573	Нелли Валерьевна Фёдорова	26.01.2018 13:21	13.10.1995	Жен	Москва
3153	8737997101906036	Ольга Константиновна Богданова	15.02.2018 9:07	03.06.1982	Жен	Санкт-Петербург
3119	2279719322111345	Ираида Валентиновна Кудрявцева	10.02.2018 23:07	20.07.1975	Жен	Москва
2972	9341145731070940	Фёдор Викторович Соловьёв	24.01.2018 13:56	17.11.1977	Муж	Ростов-на-Дону
3146	1592124511117137	Светлана Вячеславовна Новикова	14.02.2018 8:45	10.01.1974	Жен	Казань
3154	4979931420117559	Ираида Александровна Васильева	15.02.2018 13:03	09.10.1986	Жен	Новосибирск
2974	3565470429973032	Виталий Борисович Киселёв	24.01.2018 22:41	18.03.1989	Муж	Санкт-Петербург
3129	6508269375276050	Алевтина Васильевна Васильева	12.02.2018 9:42	26.08.1977	Жен	Москва
3000	8366741999861667	Пётр Валерьевич Андреев	28.01.2018 4:54	03.03.1978	Муж	Новосибирск
2976	2435193443500251	Надежда Валентиновна Павлова	25.01.2018 2:30	02.11.1961	Жен	Санкт-Петербург
3095	1304354903958288	Виктория Ивановна Беляева	08.02.2018 8:43	02.05.1984	Жен	Москва
3117	8767991257641611	Виктория Витальевна Морозова	10.02.2018 16:00	23.03.1941	Жен	Екатеринбург
3089	1282834822816961	Ирина Викторовна Семёнова	07.02.2018 7:08	17.11.1993	Жен	Москва
3110	5532153986811541	Станислав Валерьевич Богданов	09.02.2018 18:58	01.04.1957	Муж	Санкт-Петербург
3172	3818684292373609	Иван Григорьевич Белов	17.02.2018 15:31	30.11.1968	Муж	Санкт-Петербург
3132	8180514687871301	Евгения Павловна Баранова	12.02.2018 14:15	02.05.1994	Жен	Москва
3151	4759391819395523	Вячеслав Витальевич Лебедев	15.02.2018 3:56	14.03.2003	Муж	Санкт-Петербург
3090	5211256594337771	Альбина Викторовна Фёдорова	07.02.2018 11:47	07.06.1992	Жен	Москва
3141	7246461012934498	Иван Владиславович Андреев	13.02.2018 17:24	30.12.1980	Муж	Санкт-Петербург
3166	6581949057617892	Николай Геннадьевич Васильев	16.02.2018 23:56	19.08.2001	Муж	Москва
2989	3215279349936511	Антонина Валерьевна Комарова	26.01.2018 22:56	16.05.1964	Жен	Москва
3182	3777630676136138	Ираида Владиславовна Воробьёва	18.02.2018 19:44	08.02.1972	Жен	Москва
3128	4448249473509946	Алла Вячеславовна Васильева	12.02.2018 3:04	18.05.1971	Жен	Москва
2991	1641853421256171	Римма Аркадьевна Иванова	27.01.2018 6:38	03.01.1997	Жен	Москва
3106	3270332156829879	Надежда Геннадьевна Беляева	09.02.2018 10:40	11.10.1954	Жен	Москва
3020	1045898539766656	Виктория Владиславовна Соколова	29.01.2018 19:46	27.06.1992	Жен	Казань
3112	8320937643057180	Ольга Борисовна Лебедева	10.02.2018 0:20	15.12.1984	Жен	Москва
3118	5399404099829765	Пётр Романович Волков	10.02.2018 22:14	05.06.1972	Муж	Казань
2995	6331497675239520	Роман Константинович Михайлов	27.01.2018 18:34	05.02.1981	Муж	Екатеринбург
3102	4204830531478736	Павел Андреевич Гусев	08.02.2018 23:41	25.10.1986	Муж	Москва
3173	7524037345423339	Инна Алексеевна Васильева	17.02.2018 17:49	23.04.1979	Жен	Санкт-Петербург
3174	8375025292057869	Валентин Георгьевич Голубев	17.02.2018 22:04	11.09.1982	Муж	Санкт-Петербург
2998	8648894472717044	Леонид Андреевич Куликов	28.01.2018 1:46	02.04.1972	Муж	Ростов-на-Дону
3134	3635423109268296	Дмитрий Аркадьевич Смирнов	12.02.2018 17:19	10.02.1987	Муж	Санкт-Петербург
2999	9382960111593486	Лариса Георгьевна Ильина	28.01.2018 3:00	10.07.1977	Жен	Москва
3122	1947383129368078	Вера Константиновна Кузьмина	11.02.2018 10:23	30.05.1999	Жен	Москва
3055	2442188333256426	Евгения Эдуардовна Ковалёва	02.02.2018 18:11	08.02.1986	Жен	Екатеринбург
3001	2384256383598291	Зинаида Эдуардовна Кудрявцева	28.01.2018 7:12	05.06.1955	Жен	Екатеринбург
3125	2865272246344215	Олег Вадимович Орлов	11.02.2018 20:24	05.12.1993	Муж	Санкт-Петербург
3177	4836617286268317	Лилия Аркадьевна Воробьёва	18.02.2018 8:08	07.06.1966	Жен	Москва
3003	2322559513813337	Герман Алексеевич Титов	28.01.2018 13:59	30.01.1976	Муж	Москва
3155	5176652270911476	Зинаида Евгеньевна Андреева	15.02.2018 16:17	16.10.1993	Жен	Санкт-Петербург
3161	3996947043614228	Анна Сергеевна Лебедева	16.02.2018 8:45	24.10.1966	Жен	Москва
3097	6928600983278948	Лилия Георгьевна Макарова	08.02.2018 12:08	06.03.1999	Жен	Санкт-Петербург
3188	9449015907353352	Лев Георгьевич Голубев	19.02.2018 15:56	20.04.1984	Муж	Москва
3007	8975621331718543	Лилия Сергеевна Виноградова	28.01.2018 21:08	02.11.1973	Жен	Санкт-Петербург
3156	5414601395112318	Борис Фёдорович Воробьёв	15.02.2018 21:08	14.02.1993	Муж	Санкт-Петербург
3107	1237513346016658	Леонид Владимирович Васильев	09.02.2018 11:07	19.05.1992	Муж	Москва
3025	3430308048084570	Валентин Никольевич Андреев	30.01.2018 13:38	30.08.1974	Муж	Москва
3200	2063761069193259	Альберт Юрьевич Морозов	21.02.2018 8:59	13.10.1973	Муж	Москва
3014	8618034406457937	Алексей Станиславович Зайцев	29.01.2018 12:58	17.04.2001	Муж	Екатеринбург
3113	6771444865858676	Нина Валентиновна Лебедева	10.02.2018 3:36	20.11.1986	Жен	Москва
3184	7988262069964590	Леонид Алексеевич Орлов	19.02.2018 5:51	29.01.1977	Муж	Екатеринбург
3051	9474228999005254	Лев Васильевич Кузнецов	02.02.2018 11:26	12.08.1944	Муж	Москва
3169	9304220042065975	Александр Викторович Виноградов	17.02.2018 4:47	07.01.1983	Муж	Ростов-на-Дону
3127	2356791328366170	Евгений Никольевич Гусев	12.02.2018 0:09	03.02.1955	Муж	Екатеринбург
3168	7142000476057184	Андрей Геннадьевич Кузнецов	17.02.2018 4:12	25.06.1972	Муж	Москва
3183	6334602022228432	Надежда Германовна Кузнецова	18.02.2018 21:51	27.03.1965	Жен	Самара
3158	7211304342640502	Вера Игорьевна Иванова	16.02.2018 3:43	31.01.1987	Жен	Самара
3021	2121079878265646	Юрий Владиславович Баранов	29.01.2018 22:43	26.11.1980	Муж	Ростов-на-Дону
3181	2185825286737559	Мария Валерьевна Куликова	18.02.2018 18:14	26.03.1983	Жен	Новосибирск
3022	7271566958327876	Василий Никольевич Беляев	30.01.2018 6:46	13.07.1935	Муж	Казань
3142	8579743781307805	Валентина Евгеньевна Попова	14.02.2018 1:26	06.12.1977	Жен	Ростов-на-Дону
3023	3159316015252369	Игорь Романович Ковалёв	30.01.2018 6:57	12.05.1996	Муж	Москва
3071	2778981684256056	Пётр Вадимович Кудрявцев	04.02.2018 18:16	23.01.1988	Муж	Казань
3138	9022017291660658	Олег Эдуардович Киселёв	13.02.2018 8:33	18.07.1979	Муж	Москва
3198	9172403246647690	Любовь Валентиновна Лебедева	21.02.2018 1:25	03.07.1999	Жен	Новосибирск
3140	1832254250886575	Зоя Пётровна Волкова	13.02.2018 14:54	11.12.1987	Жен	Москва
3076	1999816693787109	Лариса Андреевна Кузьмина	05.02.2018 9:59	13.02.1994	Жен	Новосибирск
3171	8699385949554679	Герман Васильевич Баранов	17.02.2018 15:16	05.12.1964	Муж	Санкт-Петербург
3137	8120140689888692	Алла Викторовна Михайлова	13.02.2018 5:39	18.08.1957	Жен	Москва
3212	4635617874890870	Лилия Аркадьевна Кудрявцева	22.02.2018 21:10	01.08.1962	Жен	Москва
3175	3432932630504816	Владислав Валерьевич Орлов	17.02.2018 23:26	19.08.1995	Муж	Санкт-Петербург
3068	7363906740214713	Инна Пётровна Макарова	04.02.2018 11:36	10.11.1987	Жен	Новосибирск
3178	8999596495112312	Марина Валентиновна Соловьёва	18.02.2018 8:47	01.03.1946	Жен	Москва
3204	4909216212850006	Павел Романович Петров	21.02.2018 16:34	11.01.1971	Муж	Москва
3165	6900653110515884	Вадим Алексеевич Киселёв	16.02.2018 20:09	27.10.1998	Муж	Казань
3220	5928485060789039	Клавдия Фёдоровна Павлова	23.02.2018 22:42	31.08.1975	Жен	Самара
3038	6450236593743492	Ираида Борисовна Семёнова	01.02.2018 2:21	26.09.1970	Жен	Самара
3222	8269076585018699	Зинаида Станиславовна Кузнецова	24.02.2018 8:30	13.05.1972	Жен	Москва
3217	6525895140126233	Виктория Михаиловна Баранова	23.02.2018 13:43	14.03.1981	Жен	Москва
3236	5299077386956923	Виктория Витальевна Новикова	25.02.2018 8:47	21.05.1974	Жен	Москва
3044	2254555422416175	Надежда Витальевна Васильева	01.02.2018 14:40	20.03.1999	Жен	Москва
3123	9499986429383471	Дмитрий Васильевич Фёдоров	11.02.2018 13:25	09.03.1945	Муж	Москва
3225	5990406516957669	Роман Игорьевич Голубев	24.02.2018 17:28	09.08.1975	Муж	Самара
3233	7897512916933882	Ольга Эдуардовна Комарова	25.02.2018 4:09	09.03.1980	Жен	Москва
3205	6464425321254395	Евгения Александровна Лебедева	21.02.2018 20:23	24.12.1966	Жен	Москва
3048	1678177077912173	Павел Сергеевич Титов	02.02.2018 3:49	17.04.1988	Муж	Москва
3227	3716040427663343	Виктор Романович Ильин	24.02.2018 19:59	16.11.1992	Муж	Москва
3164	2753286356346945	Любовь Васильевна Орлова	16.02.2018 19:31	09.05.1974	Жен	Санкт-Петербург
3052	4339146287645433	Валентин Иванович Лебедев	02.02.2018 13:37	13.03.1976	Муж	Санкт-Петербург
3194	9877838152495711	Римма Леонидовна Ковалёва	20.02.2018 10:05	14.07.1981	Жен	Ростов-на-Дону
3244	8119703090554422	Лилия Анатольевна Макарова	26.02.2018 3:06	29.07.1985	Жен	Новосибирск
3160	8906315307920332	Валентина Аркадьевна Смирнова	16.02.2018 7:27	01.08.1988	Жен	Москва
3163	7535183969935738	Раиса Игорьевна Петрова	16.02.2018 17:44	25.01.1991	Жен	Москва
3219	8137719411881032	Александр Романович Козлов	23.02.2018 21:51	20.06.1989	Муж	Москва
3254	2225769100181959	Лилия Сергеевна Козлова	27.02.2018 13:45	13.06.1995	Жен	Санкт-Петербург
3189	4255426924403325	Сергей Михаилович Орлов	19.02.2018 19:35	13.07.1950	Муж	Новосибирск
3234	3635843475880695	Альбина Никольевна Павлова	25.02.2018 5:44	06.03.1980	Жен	Москва
3187	8979388269729078	Олег Дмитрьевич Кузьмин	19.02.2018 9:25	26.03.1958	Муж	Самара
3196	8818274056203495	Анатолий Михаилович Иванов	20.02.2018 19:01	21.09.1982	Муж	Москва
3216	4137099678078653	Надежда Леонидовна Тарасова	23.02.2018 8:04	06.12.1980	Жен	Ростов-на-Дону
3230	4315970693513903	Вера Аркадьевна Соловьёва	25.02.2018 0:34	03.04.1999	Жен	Самара
3167	8644786154445585	Сергей Германович Голубев	17.02.2018 1:29	21.11.1984	Муж	Санкт-Петербург
3135	9929452918906591	Валентин Валентинович Белов	12.02.2018 20:38	06.11.1992	Муж	Москва
3235	5296500994443403	Светлана Ивановна Кудрявцева	25.02.2018 6:12	23.09.2003	Жен	Москва
3073	1636205423030283	Лилия Леонидовна Соловьёва	05.02.2018 2:25	08.07.1969	Жен	Новосибирск
3069	5172448757116454	Валентина Никольевна Куликова	04.02.2018 14:32	01.03.1968	Жен	Санкт-Петербург
3259	1109628893230373	Аркадий Никольевич Макаров	28.02.2018 4:10	30.08.1978	Муж	Ростов-на-Дону
3214	7169470251177204	Дмитрий Игорьевич Макаров	23.02.2018 0:07	16.06.2003	Муж	Новосибирск
3253	7427062510910176	Алексей Александрович Соловьёв	27.02.2018 11:36	23.12.1990	Муж	Москва
3072	6042854326779347	Анна Евгеньевна Комарова	04.02.2018 21:36	17.10.1998	Жен	Москва
3116	5152684036209135	Людмила Юрьевна Комарова	10.02.2018 10:23	02.03.1981	Жен	Москва
3087	1265865625519812	Андрей Дмитрьевич Кузнецов	06.02.2018 22:23	20.12.2004	Муж	Москва
3238	9791768546132038	Зоя Викторовна Васильева	25.02.2018 10:29	05.04.1984	Жен	Санкт-Петербург
3237	9490170031125157	Людмила Михаиловна Баранова	25.02.2018 9:57	17.06.1983	Жен	Екатеринбург
3077	1524042119341139	Юлия Михаиловна Лебедева	05.02.2018 12:46	11.05.1988	Жен	Самара
3185	7540932200773843	Нелли Альбертовна Белова	19.02.2018 6:33	06.11.1992	Жен	Екатеринбург
3192	4594726241870173	Нелли Фёдоровна Иванова	20.02.2018 2:53	14.03.1993	Жен	Екатеринбург
3273	1559445618160504	Ольга Фёдоровна Киселёва	01.03.2018 20:13	28.09.1986	Жен	Москва
3080	7610042009358749	Мария Владиславовна Ковалёва	05.02.2018 21:20	22.09.1982	Жен	Самара
3277	7997946231323173	Анна Львовна Воробьёва	02.03.2018 10:36	08.09.2001	Жен	Москва
3272	8356881103147240	Андрей Юрьевич Волков	01.03.2018 19:29	05.03.1993	Муж	Ростов-на-Дону
3199	2485230285619900	Екатерина Владиславовна Фёдорова	21.02.2018 7:43	04.09.1978	Жен	Москва
3176	4671703638031894	Дмитрий Леонидович Кузнецов	18.02.2018 5:39	22.11.1988	Муж	Казань
3191	6105328469851189	Пётр Евгеньевич Комаров	19.02.2018 22:03	17.09.1977	Муж	Санкт-Петербург
3278	2014462553376905	Пётр Владимирович Кудрявцев	02.03.2018 13:14	05.01.1976	Муж	Москва
3252	1808438892020154	Александр Альбертович Петров	27.02.2018 8:36	18.02.1938	Муж	Екатеринбург
3143	7190076237613908	Юлия Викторовна Тарасова	14.02.2018 2:40	28.02.1969	Жен	Москва
3202	6929732538017183	Владислав Анатольевич Воробьёв	21.02.2018 15:10	06.02.1975	Муж	Новосибирск
3208	9668537621495470	Любовь Станиславовна Попова	22.02.2018 8:48	20.08.1957	Жен	Екатеринбург
3266	4917683764879708	Николай Евгеньевич Соколов	01.03.2018 4:30	27.07.1940	Муж	Москва
3257	2382716251209864	Инна Фёдоровна Попова	27.02.2018 21:20	23.08.2003	Жен	Москва
3186	3715047446715863	Наталья Владимировна Кузнецова	19.02.2018 7:59	07.11.1983	Жен	Москва
3094	8567750216025517	Фёдор Константинович Попов	08.02.2018 6:02	15.04.1993	Муж	Москва
3260	9868115339802708	Татьяна Львовна Богданова	28.02.2018 5:31	22.05.1984	Жен	Москва
3287	2126660564460814	Марина Витальевна Павлова	03.03.2018 9:41	11.09.1999	Жен	Москва
3207	7934243939913576	Маргарита Ивановна Фёдорова	22.02.2018 6:02	21.01.1974	Жен	Москва
3293	9734132838972938	Лариса Вадимовна Ковалёва	04.03.2018 10:08	30.11.1999	Жен	Екатеринбург
3100	7769424488139077	Любовь Романовна Петрова	08.02.2018 22:01	07.06.1992	Жен	Москва
3148	3821020764764824	Лилия Вячеславовна Ильина	14.02.2018 16:38	25.12.1972	Жен	Москва
3101	1036545967303753	Зинаида Леонидовна Куликова	08.02.2018 22:55	09.06.1974	Жен	Самара
3108	7803911186427356	Лидия Викторовна Иванова	09.02.2018 15:46	03.07.1998	Жен	Москва
3103	1925611261950314	Виктория Ивановна Кузнецова	09.02.2018 3:00	15.10.1993	Жен	Москва
3104	9059638343241186	Светлана Альбертовна Соловьёва	09.02.2018 4:27	26.02.1987	Жен	Москва
3195	4190134765721953	Светлана Владиславовна Ковалёва	20.02.2018 11:15	29.11.1999	Жен	Москва
3306	5830437779007255	Виктор Васильевич Комаров	05.03.2018 21:02	27.02.1961	Муж	Москва
3213	4433630376870141	Виктор Олегович Гусев	22.02.2018 23:29	09.01.1950	Муж	Санкт-Петербург
3206	8002988639647327	Тамара Вячеславовна Кудрявцева	21.02.2018 23:04	01.04.1964	Жен	Екатеринбург
3241	2743485924131641	Леонид Павлович Виноградов	25.02.2018 19:50	11.06.1983	Муж	Самара
3301	8117919574296305	Елена Дмитрьевна Титова	05.03.2018 7:09	02.12.1950	Жен	Москва
3111	6222276445819420	Ирина Станиславовна Волкова	09.02.2018 23:21	21.11.1945	Жен	Екатеринбург
3292	9100109503547588	Зоя Ивановна Васильева	04.03.2018 4:11	09.07.2003	Жен	Москва
3152	4699667187146818	Виталий Алексеевич Орлов	15.02.2018 6:34	20.08.1987	Муж	Ростов-на-Дону
3307	5123611975416208	Альберт Геннадьевич Баранов	05.03.2018 21:18	05.01.2000	Муж	Казань
3197	4451296325021114	Лев Михаилович Ильин	20.02.2018 20:13	27.03.1984	Муж	Москва
3300	2322117971653186	Геннадий Германович Зайцев	05.03.2018 5:36	15.10.1963	Муж	Москва
3304	2775313886587279	Зоя Олеговна Кузнецова	05.03.2018 17:31	03.01.1996	Жен	Санкт-Петербург
3248	5508031513704390	Константин Владимирович Виноградов	26.02.2018 19:07	30.01.1986	Муж	Москва
3211	6235164884856441	Анатолий Константинович Кузьмин	22.02.2018 18:33	04.06.1998	Муж	Санкт-Петербург
3285	4001304380103053	Вера Андреевна Ильина	03.03.2018 6:09	28.04.1976	Жен	Самара
3120	3070806768759026	Вячеслав Аркадьевич Андреев	11.02.2018 1:43	25.05.1975	Муж	Москва
3239	6395863529082547	Зоя Никольевна Семёнова	25.02.2018 12:21	24.08.1975	Жен	Москва
3290	8083139139451095	Владимир Валентинович Павлов	03.03.2018 21:03	21.07.1996	Муж	Москва
3231	7559271458889579	Аркадий Фёдорович Васильев	25.02.2018 2:01	25.11.1952	Муж	Москва
3314	1780297706849102	Ирина Вадимовна Орлова	06.03.2018 18:53	01.11.1976	Жен	Москва
3288	8699568038175203	Светлана Вадимовна Виноградова	03.03.2018 11:55	07.11.1982	Жен	Новосибирск
3333	1939809063481960	Алла Альбертовна Титова	08.03.2018 22:16	28.11.2002	Жен	Москва
3139	9605975381829289	Евгения Витальевна Виноградова	13.02.2018 12:40	22.03.1967	Жен	Екатеринбург
3246	8014185644311418	Галина Григорьевна Белова	26.02.2018 7:47	04.09.1962	Жен	Екатеринбург
3320	3754866398438074	Константин Владимирович Баранов	07.03.2018 8:27	01.11.1971	Муж	Новосибирск
3258	3861545063062295	Альберт Алексеевич Попов	27.02.2018 22:44	18.09.1970	Муж	Санкт-Петербург
3131	6188547358010262	Лидия Борисовна Титова	12.02.2018 12:43	12.05.1966	Жен	Новосибирск
3339	5387377801512655	Екатерина Геннадьевна Зайцева	09.03.2018 11:59	08.08.1976	Жен	Санкт-Петербург
3180	1453201763269427	Альбина Георгьевна Макарова	18.02.2018 15:17	28.06.1975	Жен	Москва
3321	3494892512693704	Андрей Леонидович Волков	07.03.2018 10:01	22.04.1979	Муж	Самара
3340	3753825633856950	Константин Фёдорович Андреев	09.03.2018 14:48	29.10.1961	Муж	Москва
3261	3535481818911802	Альберт Юрьевич Морозов	28.02.2018 9:17	01.11.1951	Муж	Казань
3302	3158742503377336	Наталья Георгьевна Воробьёва	05.03.2018 9:51	10.10.2003	Жен	Новосибирск
3323	4461657286409830	Татьяна Олеговна Попова	07.03.2018 10:54	26.09.1984	Жен	Ростов-на-Дону
3144	7458618644235278	Валерий Сергеевич Новиков	14.02.2018 6:43	20.03.1981	Муж	Москва
3203	3860846163525718	Николай Дмитрьевич Куликов	21.02.2018 15:33	15.03.1991	Муж	Ростов-на-Дону
3265	8071388409730921	Раиса Альбертовна Павлова	01.03.2018 3:09	16.07.1971	Жен	Ростов-на-Дону
3281	7954718184782627	Борис Сергеевич Беляев	02.03.2018 22:31	10.05.1997	Муж	Москва
3145	3151608390506511	Леонид Фёдорович Ковалёв	14.02.2018 7:06	25.10.1977	Муж	Москва
3275	8725954239219347	Владимир Альбертович Куликов	02.03.2018 4:18	18.12.1999	Муж	Москва
3294	9237207106173475	Альберт Владимирович Титов	04.03.2018 14:41	16.04.1976	Муж	Москва
3328	7513809659107528	Борис Андреевич Фёдоров	08.03.2018 3:12	21.03.1969	Муж	Москва
3263	8944607967063357	Нина Дмитрьевна Голубева	28.02.2018 16:35	17.04.2004	Жен	Санкт-Петербург
3279	8897355356993072	Пётр Александрович Титов	02.03.2018 15:11	24.04.1954	Муж	Новосибирск
3329	7030772017941822	Григорий Павлович Ильин	08.03.2018 10:20	02.05.1982	Муж	Санкт-Петербург
3326	2570830693525494	Герман Станиславович Морозов	07.03.2018 19:12	19.09.1999	Муж	Москва
3355	5877533297614756	Аркадий Борисович Кудрявцев	11.03.2018 14:19	06.04.1997	Муж	Новосибирск
3325	7557956609263141	Анна Константиновна Васильева	07.03.2018 16:46	24.05.1983	Жен	Ростов-на-Дону
3299	3843164118751715	Юрий Аркадьевич Волков	05.03.2018 3:48	20.11.1975	Муж	Москва
3335	8749583985959607	Эдуард Вячеславович Гусев	09.03.2018 2:35	30.10.1945	Муж	Москва
3352	1043717782173545	Валерий Валентинович Васильев	11.03.2018 3:05	01.11.1967	Муж	Новосибирск
3157	1212192266695056	Людмила Евгеньевна Кудрявцева	16.02.2018 1:39	18.09.1971	Жен	Москва
3354	5557924777098129	Вадим Викторович Беляев	11.03.2018 12:25	30.01.1994	Муж	Ростов-на-Дону
3223	7896316997075049	Сергей Леонидович Морозов	24.02.2018 10:49	29.07.1966	Муж	Москва
3159	7361418105782247	Клавдия Михаиловна Смирнова	16.02.2018 4:36	03.06.1979	Жен	Москва
3343	2660826860277676	Пётр Борисович Кудрявцев	10.03.2018 0:29	11.05.1995	Муж	Москва
3190	5272060631944303	Алевтина Юрьевна Зайцева	19.02.2018 21:57	05.12.1966	Жен	Санкт-Петербург
3331	7274287129053508	Евгения Васильевна Семёнова	08.03.2018 16:12	13.12.1944	Жен	Санкт-Петербург
3162	4934585097881301	Зинаида Сергеевна Морозова	16.02.2018 13:29	15.04.1993	Жен	Ростов-на-Дону
3268	2258235351760902	Галина Викторовна Воробьёва	01.03.2018 12:27	23.04.1986	Жен	Москва
3330	7929431556472478	Лариса Альбертовна Виноградова	08.03.2018 11:56	04.12.1975	Жен	Санкт-Петербург
3308	4467084830918579	Ирина Альбертовна Новикова	05.03.2018 22:25	16.06.1968	Жен	Москва
3267	6574648957809986	Аркадий Александрович Семёнов	01.03.2018 10:29	07.07.1979	Муж	Санкт-Петербург
3316	1156140396125596	Вячеслав Витальевич Волков	06.03.2018 23:20	03.08.1985	Муж	Москва
3318	9207959810977181	Станислав Алексеевич Макаров	07.03.2018 4:21	17.03.1973	Муж	Москва
3209	8743871560908889	Нелли Васильевна Ильина	22.02.2018 12:36	19.03.1977	Жен	Москва
3170	9524459024472485	Михаил Станиславович Кудрявцев	17.02.2018 13:43	03.08.1984	Муж	Санкт-Петербург
3360	4348861121586715	Сергей Романович Киселёв	12.03.2018 5:32	28.06.1984	Муж	Москва
3283	7783984014111759	Нелли Михаиловна Баранова	03.03.2018 3:10	11.09.1994	Жен	Самара
3332	1802388796637644	Роман Анатольевич Кудрявцев	08.03.2018 18:53	16.05.1967	Муж	Новосибирск
3358	1196460922245438	Антонина Юрьевна Волкова	11.03.2018 18:25	09.10.1969	Жен	Москва
3313	5338637285083303	Тамара Аркадьевна Богданова	06.03.2018 17:13	20.08.1970	Жен	Екатеринбург
3353	5825203542816290	Леонид Романович Семёнов	11.03.2018 8:18	01.07.1997	Муж	Ростов-на-Дону
3337	7447639020735190	Евгения Олеговна Павлова	09.03.2018 6:28	23.01.1947	Жен	Москва
